onca,caseiro,notícia,comment_text
1,1,1,Solta no congresso 😅
1,2,1,"Coitado deste senhor, que morte horrível! Meus sentimentos aos<br>Familiares."
1,1,1,"Fui atacado por uma onça também, mais era minha sogra."
2,2,1,"Que Deus  o tenha em bom lugar   meus sentimentos  ,mais tem que ter cuidado  porque  eles estão  em seu habitat  natural são  irracionais  ..."
2,2,1,"Agora vai se assim?olho por olho e dente por dente?meus sentimentos a família do homem,mais eu acho que deveriam deixar os animais em paz"
0,0,1,"O Jorge é quem o conhecia moscaram,era bem óbvio que a onça estava caçando ele já,por isso ela ia lá,no mínimo sabendo que tinha uma onça indo lá,era pra ele andar armado pelo menos,alguém deveria ter alertado ele"
1,1,1,LEVA ELA PRO XANDÂO  FAZER O JULGAMENTO  DELA E PRENDER  ELA JUNTO COM OS POLÍTICOS.
1,1,1,Rapaz
2,2,1,"uma tragédia oq aconteceu com o caseiro, mas espero que esse caso não resulte numa retaliação contra a espécie do animal, que está apenas sobrevivendo em seu habitat que diminui cada vez mais a cad ano..."
1,1,1,Depois de cuidar  dela  solta ela  em Brasília
1,2,1,Capturaram a onça mas infelizmente o sr Jorge ja não volta.😢😢😢😢
0,1,1,Se ele tivesse matado a onça tinha  sido preso e massacrado pela Internet
1,1,1,E de onde vc tirou essa besteira ?
0,1,1,Não seria mais fácil ele matar e jogar no rio pros jares comer?
1,1,1,"Entrega o caso para o Cabeça de Ovo Podre, que ele abre um inquérito e manda prender e dá uma pena de 17 anos de prisão para a onça pintada."
1,1,0,Rolou até uns leopardos no vídeo.😅😅
2,1,1,"Bem, o ser humano está invadindo o habitat delas, ok????<br>Mas  as guerras matam mais do que Onça. A Covid matou mais do que Onça, o mosquito mata mais do que Onça.<br>A Fera Humana mata dez vezes mais.<br>Nao há razao para tanto alarde.<br>Se tem &quot; tanto&quot; medo de  Onça, nao entre na floresta, fica na cidade,  e enfrenta  a Fera Humana."
1,2,1,Meus sentimentos a família
1,1,1,"Que ficou de lição. Onde há fumaça, há fogo."
0,1,1,Faz um tapete dela
1,1,1,"Estranho.. mto Estranho os amigos que tinham chego há 10 minutos na casa e já sabiam de tudo o que tinha acontecido, já dando dr maneira mto rápida essa versão! Eu investigaria esses amigos..."
0,0,1,Mais cuidado com a onça que com o homem... caseiro vacilou... se soltasse fogos elnão chegariam perto.
1,1,1,Mais o cara falou q tem três onças e eles só capturaram uma ué
1,1,1,Essa onça tem de estar no congresso de Brasília la fazia uma limpa
1,1,1,Como vcs sabem que é essa onça que matou o Caseiro ?
0,1,1,Se a onça matou o homem deveria matar a onça. Que história é essa de preservar bicho ruim 😢
1,1,1,Tu come animal morto a anos e nem por isso te sacrificaram
1,1,2,Bom vídeo 👏👏👏📷
0,1,1,Porque um animal só queria alimentar mata uma pessoa por culpa do estado esse animal machucou ser humano máximo esse animal deveria morrer ou ser comido por outro animal mais preservar vidahh dele melhor coisa a ser fazer doméstica ele então
1,1,1,"no meu pouco conhecimento, nunca acreditei que este felino poderia caçar humanos, eu sempre soube que eles poderia matar o humano, mas não caçar, se ela estiver comendo uma caça, e voce passar perto, ela te ataca isso é obvil, ataca e mata, se estiver no cio tambem te ataca, se estiver de filhote, tambem te ataca, mas caçar o humano, jamais, isso surpreendeu muitos estudiosos, ela vê o humano como predador dela, ela ataca pra se defender, mas agora esta provado que somos presas."
1,1,1,Muito triste 😢
0,1,1,Tá aí um bicho que não presta pra nada!!!
0,1,1,Odeio felinos de modo geral.
1,1,1,"Agora ta cheio de especialistas em onça em pantanal,gente que nunca saiu do asfalto virou especialista em onça"
1,1,1,"Verdade, cadê os vídeos do momento do ataque?"
1,2,1,Esse fazendeiro tem que pagar pôr seus Jorge não pode ficar assim
1,1,0,"OIIIIII???? QUE HISTÓRIA É ESSA!! NAUM FOI NADA DISSO!! PQ MUDOU OS FATOS? ELE NAUM FOI ENCONTRADO &quot;FERIDO&quot;, FOI ENCONTRADO APENAS AS PERNAS DELE!! PQ ISSO??🤔🤔🤔🤔"
1,1,1,Muitas coisas tem q ser esclarecido por parte da fazenda exemplo como a fazenda permitir um funcionário ficar em um local com tantas onças perigosa e esse cidadão ficar sem qualquer proteção de defesa como cão de guarda ou armas pra se defender?sem falar q ele morava só sem sombras de dúvidas a fazenda será responsabilizada por todas essas falhas
1,1,1,"já  fui capataz de fazenda, as vezes tinha que sair pra fora mesmo pra ver o que estava acontecendo, mas nunca sai sem o 38 já engatilhado e municiado numa mão o 38 e na outra o facao."
1,1,0,Usa imagem falsa na chamada e vem falar de verdade? Te denunciei por conteudo enganoso
2,2,1,"😭😭. Bom dia : estou com o coração desacerado. 😢💔. Coitado de Jorge ; uma missão que apenas ele teria de cumprir : segurança p a fazenda ,e Deus proprietários ! Mas não lhe ouviram . Não lhe deram segurança alguma .Uma negligência sem tamanho . :<br>São as consequências : o homem invadindo o território animal . 😢😢v! Poderia ter sido poupado a vida de Jorge . Imagine o sofrimento ,as dores *&quot; de Jorge ,nas garras desse terrível felino *&quot; ! Que o homem  respeite o território dos animais *&quot; .😭😭😭💔🙏🏽💔😭."
1,2,1,"Só quem sabe realmente oq aconteceu não está mais entre nós pra falar, o restante é tdo teorias, que Deus tenha piedade da alma desse homem, e conforte os corações dos familiares"
1,2,1,Está história mim deixou muito triste ao imaginar o quanto Jorge sofreu!
1,1,1,É  essa verdade tem que sair do baú
1,1,1,"Dizem que as câmeras gravou tudo hora do ataque. Só que esse vídeo ninguém teve acesso pois não foi postado, deve estar com a polícia 🚔"
1,2,1,Gente e cada história  tem que lembrar que a família dele com certaza está sofrendo
1,2,1,"A família tem que ser indenizada,podiam ter pelo menos,ter posto uma cerca elétrica, para proteger a casa ,a vida do seu Jorge,se foi,de uma maneira muito triste,sem corpo pra sepultamento!"
1,0,1,"A onça estava caçando, ai achou ele.saiu fora da casa ainda estava meio escuro ,ela vinha toda noite comer resto de peixe aí ele deu bobeira ela atacou ele."
1,1,1,Verdade agora todos sabem de tudo
1,1,1,Cada vez diminui mais ainda o habitat dos animais
2,2,1,"Minha solidariedade aos familiares do Sr Jorge!<br>Mais uma coisa é certa, a natureza cobra tudo o que é dela!<br>Vai uma pergunta!<br>Quantos animais selvagens são mortos todos os e ninguém comenta?<br>Sr Jorge foi uma vítima da ganância dos seres humanos e os animais também."
1,0,1,"Provavelmente ele dava peixe pras onças, ele tinha perdido o medo por causa disso ele morreu"
1,1,1,"Esse vídeo está nas mãos da família do seu jorge, esse vídeo existe, pois o cunhado do seu jorge falou que na gravação da pra ver tudo o que aconteceu, mas as cenas são muito passadas e também temos que respeitar os familiares."
1,1,1,A onça foi  capturada na própria casa do cara e agora vem esse abestado dizendo que ele foi atacado no mato
1,0,1,"É bom ver como foi, nao por desrespeito a sua memoria, mas para servir de alerta, e como uma onca faz o ataque.porque pessoas ainda podem ser atacados."
1,1,1,E SO UMA ILUSTRAÇAO PARA CONTAR O FATO CARA
0,1,1,No pantanal tem miitas caças pra ela comer porque onça é bixo traiçoeiro mesmo era pra eli tá era bem armado
1,0,1,Eu acho que eu tenho que sair daí né ele foi errado podia ter ido embora ele brincou ele mais o cunhado dele ainda brincou né abusou né ela foi e matou ele né ele não acreditava que ela podia matar ele ele foi errado
1,1,1,Muitas notícias fake estão se espalhando.
1,1,0,Esse documentário tem que ser processado tudo mentiras
1,1,1,Eu vejo como tinha uma ai que era mansa veio a outra disputar de território . e muito perigoso a  que venceu a disputa que nao era a mansa logico que ia pega o Jorge tb se ela tava querendo o território so para ela.
1,1,1,Tem muita coisa escondida dese caso mas em fim Deus e justiça  um dia vai aparecer
1,1,1,Estou com a pulga atrás da orelha.
1,1,1,Nada porque ataca veloz e ela já quebrou em pegar nao deu tempo de gritar a força acho pegou a cabeça ou pescoço.
1,1,1,"A exploração do pouco que resta do local onde ainda existem os animais, como exploração turística e renda para os proprietários também estão contribuindo com aproximação dos humanos com os animais facilitando uma aproximação perigosa e diminuindo o medo das onças do homem que existia naturalmente quando não tinha tanto contato com ser humano &quot;turistas&quot;"
1,2,1,E agora será que o IBAMA vai indenizar o caseiro ou vá ficar por esquecimento???
1,1,1,"Mas não tem a filmagem da câmera de segurança, é olhar na filmagem da câmera."
2,1,1,"O Homem quem provocou!! A onca pintada nao ataca, elas se sentem sempre com temor"
1,1,0,Esse cara tá falando pelos cotovelos. O sobrinho da vitima contou como o ataque aconteceu.
1,1,1,Eu💕 cheguei até o final sou persistente.!! vou vencer 🙏🏻🙌🏼
2,1,1,"As onças jacarés e outros bichos moram nas,matas o homem invade pra distruir.."
1,2,1,"A família do seu Jorge tem que procurar um bom advogado pra resolver isto,até pq o Jorge havia pedido conta na fazenda, porém os patrões n conseguiram outro funcionário e o chamaram de volta,ele voltou e infelizmente está tragédia aconteceu,a família do Jorge tem q ir pra cima n pode deixar baixo"
1,0,1,"Eu penso que êle não tinha mêdo de Onça, sabeno que as onças faziam Rondas ao redor da Casa; Brincou com o perigo saindo no escuro talvez desarmado."
1,1,1,eu quero saber melhor desa tragédia isso tá mal contada
1,1,1,Este foi um bode ispiatorio dos fazendeiro que só pensa em ganhar direito que não valoriza quem trabalha e e umilde
1,1,1,"Nunca vi uma de perto, só por fotos mas sou especialista, não me faça perguntas que eu não te direi mentiras."
0,1,1,Onça bicho atentado ..Deus me livre ..me gyarda me defenda de todo mal .
1,1,1,Aqui  é  marineis  moro em apiai sao paulo .
1,0,1,vedade o povo fica procurando um culpado eu vi o video que o cunhado dele brincou que a onça ia comer ele mais ele não acreditava ele não estava com medo .no video ele estava feliz e o sobrinho de te em toda a filmagem de como aconteceu  o povo fica inventado coisas .é triste sim coitado ele confiou de mais na onça nem a familia dele falou em justiça esse povo gosta de um mimimi
1,1,1,Onça é ke nen sogra tem ke proteger mas ninguém ker ter por perto
1,1,1,E mesmo falou tudo
1,1,0,"Que nojo isso é crime, falsa informações"
1,1,0,"Outra mentira desse documentário, esse cara era caseiro de um pesqueiro e não de uma fazenda"
1,1,1,Boa tarde MG Eu quero saber da verdade sobre o caso Jorge
0,1,1,Tenho muito medo de animais selvagens
1,1,1,Eu quero saber a verdade
1,1,1,Aí sim
1,1,0,"Mas não foi mostrado o momento do ataque ,foi só comentado mas foi mostrado e por que não mostram a filmagem?"
1,1,1,Cheguei até o final. Boa tarde ❤
2,2,1,"Isso tudo é a ganância do ser humano que destrói a natureza sem se preocupar com o hábitat das espécies animais e vegetais. E no final a corda só rebenta do lado mais fraco. Pobre Jorge, que Deus acolha sua alma na eternidade e conforte sua família."
1,1,0,De onde você tirou formação de pastagem? Pelo que é divulgado lá era uma Pousada e ponto de pesqueiro. Acho que está criando estórias.
1,2,1,Ó. Dono.da.fazenda.tem.q.indernizar.À família do.jorge.😂😢😂😂😂😂😂😂.
2,1,1,À. Onça. Só. Pegou. Ó jogar. Porque ele vacilou. À onça. Não deve. Sé morta.😅😂😂😂😂😂😂.
1,1,0,Pra que mentir desde jeito cara???
1,1,1,"Se ele pula pra dentro do rio a chance dele era zero contra a onça,  elas caçam jacarés dentro dos rios"
1,1,1,"Então né ai no pantanal aconteceu essa fatalidade com o Jorge,falha dos proprietários da fazenda em não terem construido uma cerca de proteção em volta do terreno onde ficava a casa e os barcos,um cão de guarda pouco iria adiantar pois já vi muitos videos onde as onças entram sorrateiramente e atacam os cachorros que mal conseguem latir,pois na maioria das vezes estão dormindo,mas ajudaria em caso de ter uma boa cerca elevada de pelo menos uns dois metros de altura telada e uns mais uns dois metros acima de fios de arame dos mesmos que são usados para cercar a pastagem ,uma boa iluminação e uma boa arma de fogo para uso pessoal do caseiro;mas hoje com essa lei do desarmamento ,animais tem mais valores do que seres humanos,fica tudo mais dificil ; outro ponto que eu gostaria de esclarecer que ninguem citou aqui nem em outros canais de comunicação, o maior responsavel por tudo isso é o proprio órgão de defesa ambiental,onde para realizar as obras de saneamento eletrico e outros o proprio governo federal desmata e transforma regioes de florestas em alagados como aconteceu aqui no estado de SP MT,PA,hoje não podemos mais nem ir a um rio ou riacho para tomar um simples banho que estamos correndo perigo de vida,onde antes não existiam onças mesmo as pardas que são mais inofencivas do que as pintadas,hoje devido ao grande numero de represas hidreletricas os orgãos ambientais estão realizando a soltura daquelas queforam capturadas em regiões onde não existiam,assim acontece com as sucuris,com os jacares e outros mais,sem falar dos javalis que estão infestando nosso ambiente e destruindo tudo o que encontram pela frente,aí no pantanal tem os porcos do mato ,os quexadas,outra especie destruidora e so atacam em bandos,não se intimidam com a presença humana,ao contrário,partem pra cima, mas sei que a falha nesse caso foi toda humana,por mais exepriente que seu Jorge fosse ,um simples vacilo da parte dele ,teve sua vida ceifada."
0,1,1,E certo que tinha que mata a onça.
1,1,1,Eu quero saber a verdade sobre o caso Jorge e a onça.
1,2,0,"Quanta ignorância,<br>Quantas  especulações,<br>Se fazem de tudo e dizem de tudo em busca de audiência e seguidores ...<br>Até q ponto vai um ser humano,não pensa na família do sr. Jorge e nem no proprietário do pesqueiro...<br>Muito conteúdo correto,mais muito conteúdo só pra se manter em alta e tirar proveito com a desgraça alheia"
1,1,1,@lianefranca8385  Depois eu vi as notícias 🤙🏽
1,2,1,Se jogue estava falando a verdade e ninguém tomou as providências não se importou com um homem trabalhador e onesto
1,1,1,Estou revoltada viram as inmagem nas camara e não fizeram nada
1,1,1,Q inpotava pra eles era o trabalho dele e não a segurança dele
1,1,1,"Os donos do lugar já tem as filmagens de tudo que aconteceu, mas obviamente não vai ser compartilhado na internet"
1,1,1,Esse canal está trazendo um monte de mentiras.<br>Primeiro essa região do ataque da Onça só tem acesso por água ou seja tem que ir de barco ou com aeronave.<br>Segundo a região é toda alagada no entanto é impossível de ter trilhas clandestinas pra caçadores que esse comentarista  fala ( mentiroso ).<br>Terceiro  lá é uma região de pesca não uma região pra se criar gado a não ser que os bois sejam anfíbios.<br>Pessoal não acreditem nesse mentiroso ele só quer ganhar seguidores. <br>Já está denunciado.
0,0,1,"Ele morava ha 20 anos no local, estava acostumado com a fauna. Eu acredito que essa onca convivia ha anos com ele no dia a dia, ela deve ter ficado sem caçar pq esta adoentada como falado, o instinto e fome falou mais alto, atacou o caseiro na oportunidade pq ele nao tinha medo e ela sabia."
1,1,1,@@FranciscoDasChagasLima-pr3cv As matas n são do homem e sim das onças jácres..
1,1,1,Pode ser k ele foi vítima do caçador e A o bicho achou ele morto e foi comer
